timeframe,profile,rr,time_stop_min,closed,wins,losses,win_rate,profit_factor,expectancy,max_drawdown,test_pf,test_expectancy,monte_carlo_risk_of_ruin,monte_carlo_drawdown_p95,institutional_score,recommendation,candidate,pass_fail_reasons,broker_touched,order_executed
M30,quality_v3_conservative,1.0,15.0,28,12,16,42.86,1.0334,0.013,2639.38,0.0,-0.1557,0.105,6192.65495,-258.6742,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_v3_conservative,1.0,30.0,28,12,16,42.86,1.0334,0.013,2639.38,0.0,-0.1557,0.105,6192.65495,-258.6742,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.5,15.0,37,16,21,43.24,1.0762,0.0219,3226.08,0.6931,-0.0329,0.174,7006.0133,-260.652,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.5,30.0,37,16,21,43.24,1.0762,0.0219,3226.08,0.6931,-0.0329,0.174,7006.0133,-260.652,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.5,15.0,37,16,21,43.24,1.0762,0.0219,3226.08,0.6931,-0.0329,0.174,7006.0133,-260.652,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.5,30.0,37,16,21,43.24,1.0762,0.0219,3226.08,0.6931,-0.0329,0.174,7006.0133,-260.652,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.2,15.0,37,16,21,43.24,1.0649,0.0196,3226.08,0.6931,-0.0329,0.169,6841.17673,-263.853,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.2,30.0,37,16,21,43.24,1.0649,0.0196,3226.08,0.6931,-0.0329,0.169,6841.17673,-263.853,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.2,15.0,37,16,21,43.24,1.0649,0.0196,3226.08,0.6931,-0.0329,0.169,6841.17673,-263.853,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.2,30.0,37,16,21,43.24,1.0649,0.0196,3226.08,0.6931,-0.0329,0.169,6841.17673,-263.853,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.5,15.0,44,18,26,40.91,1.0944,0.0297,4057.1108,1.4219,0.0818,0.28,7881.4125,-267.0979,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.5,30.0,44,18,26,40.91,1.0944,0.0297,4057.1108,1.4219,0.0818,0.28,7881.4125,-267.0979,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.5,60.0,44,18,26,40.91,1.0944,0.0297,4057.1108,1.4219,0.0818,0.28,7881.4125,-267.0979,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v1,1.0,15.0,17,8,9,47.06,0.7439,-0.0475,3345.1708,2.3225,0.1417,0.148,6396.0602,-267.7546,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v1,1.0,30.0,17,8,9,47.06,0.7439,-0.0475,3345.1708,2.3225,0.1417,0.148,6396.0602,-267.7546,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v1,1.0,60.0,17,8,9,47.06,0.7439,-0.0475,3345.1708,2.3225,0.1417,0.148,6396.0602,-267.7546,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,rsi_reversal_v2_confirmed,1.5,60.0,5,2,3,40.0,0.7764,-0.0856,1114.4,0.0,0.0,0.002,3885.1323,-276.12,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,capital_preservation_v1,1.0,15.0,11,6,5,54.55,0.9077,-0.0269,1974.2889,0.0,0.0,0.038,4783.7604,-283.1521,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;first_half_pf_below_1;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,capital_preservation_v1,1.0,30.0,11,6,5,54.55,0.9077,-0.0269,1974.2889,0.0,0.0,0.038,4783.7604,-283.1521,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;first_half_pf_below_1;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,low_drawdown_v1,1.0,15.0,29,13,16,44.83,0.9105,-0.0051,3478.1508,1.5473,0.0761,0.186,6645.67125,-286.5869,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,low_drawdown_v1,1.0,30.0,29,13,16,44.83,0.9105,-0.0051,3478.1508,1.5473,0.0761,0.186,6645.67125,-286.5869,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,low_drawdown_v1,1.0,60.0,29,13,16,44.83,0.9105,-0.0051,3478.1508,1.5473,0.0761,0.186,6645.67125,-286.5869,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.0,15.0,37,16,21,43.24,0.9965,0.0045,3226.08,0.6931,-0.0329,0.179,7031.89895,-291.451,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v2_safe,1.0,30.0,37,16,21,43.24,0.9965,0.0045,3226.08,0.6931,-0.0329,0.179,7031.89895,-291.451,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.0,15.0,37,16,21,43.24,0.9965,0.0045,3226.08,0.6931,-0.0329,0.179,7031.89895,-291.451,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,trend_v2_drawdown_guard,1.0,30.0,37,16,21,43.24,0.9965,0.0045,3226.08,0.6931,-0.0329,0.179,7031.89895,-291.451,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.5,60.0,100,46,54,46.0,1.2006,0.0486,5940.117325,0.7374,-0.0494,0.534,9978.692325,-293.18,reject,False,drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.2,60.0,102,48,54,47.06,1.1923,0.0467,6256.94239,0.7526,-0.0466,0.506,10565.729,-295.2948,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;second_half_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,capital_preservation_v1,1.5,15.0,11,6,5,54.55,0.8699,-0.0375,2580.3516,0.0,0.0,0.043,4894.02035,-301.7489,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;first_half_pf_below_1;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,capital_preservation_v1,1.5,30.0,11,6,5,54.55,0.8699,-0.0375,2580.3516,0.0,0.0,0.043,4894.02035,-301.7489,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;first_half_pf_below_1;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.2,15.0,29,12,17,41.38,0.9305,-0.0106,2996.37236,0.6931,-0.0329,0.197,6818.77182,-310.6877,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.2,30.0,29,12,17,41.38,0.9305,-0.0106,2996.37236,0.6931,-0.0329,0.197,6818.77182,-310.6877,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.2,15.0,24,10,14,41.67,0.9093,-0.0182,3264.16236,0.0,0.0,0.141,6172.05166,-312.5225,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.2,30.0,24,10,14,41.67,0.9093,-0.0182,3264.16236,0.0,0.0,0.141,6172.05166,-312.5225,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.2,15.0,44,18,26,40.91,0.998,0.0082,4057.1108,1.1961,0.0409,0.31,8057.8891,-320.9259,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.2,30.0,44,18,26,40.91,0.998,0.0082,4057.1108,1.1961,0.0409,0.31,8057.8891,-320.9259,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_v3_conservative,1.2,60.0,44,18,26,40.91,0.998,0.0082,4057.1108,1.1961,0.0409,0.31,8057.8891,-320.9259,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.0,60.0,106,51,55,48.11,1.158,0.0398,6973.12855,0.7761,-0.0407,0.53,10660.0103,-321.2756,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;second_half_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.0,15.0,29,12,17,41.38,0.88,-0.023,2954.1319,0.6931,-0.0329,0.205,6923.1231,-325.9056,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.0,30.0,29,12,17,41.38,0.88,-0.023,2954.1319,0.6931,-0.0329,0.205,6923.1231,-325.9056,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.0,30.0,6,2,4,33.33,0.3511,-0.149,1039.75615,1.2438,0.0217,0.0,2856.06845,-326.042,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.2,30.0,6,2,4,33.33,0.3511,-0.149,1039.75615,1.2438,0.0217,0.0,2856.06845,-326.042,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.5,30.0,6,2,4,33.33,0.3511,-0.149,1039.75615,1.2438,0.0217,0.0,2856.06845,-326.042,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.5,15.0,29,12,17,41.38,0.9021,-0.018,3798.7916,0.6931,-0.0329,0.214,6935.38885,-332.2129,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,momentum_v2_filtered,1.5,30.0,29,12,17,41.38,0.9021,-0.018,3798.7916,0.6931,-0.0329,0.214,6935.38885,-332.2129,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.5,15.0,43,19,24,44.19,1.0132,0.0076,3504.18,0.8963,-0.0047,0.264,7545.9536,-335.0143,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.5,30.0,43,19,24,44.19,1.0132,0.0076,3504.18,0.8963,-0.0047,0.264,7545.9536,-335.0143,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.2,15.0,43,19,24,44.19,1.0033,0.0056,3504.18,0.8963,-0.0047,0.248,7519.36391,-335.4873,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.2,30.0,43,19,24,44.19,1.0033,0.0056,3504.18,0.8963,-0.0047,0.248,7519.36391,-335.4873,reject,False,sample_too_small;pf_below_1_20;win_rate_below_45;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.5,15.0,24,10,14,41.67,0.8742,-0.0273,4066.5816,0.0,0.0,0.165,6334.0345,-336.7443,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.5,30.0,24,10,14,41.67,0.8742,-0.0273,4066.5816,0.0,0.0,0.165,6334.0345,-336.7443,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.0,15.0,24,10,14,41.67,0.8052,-0.0432,3460.5189,0.0,0.0,0.156,6290.10165,-345.3175,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,low_drawdown_v1,1.0,30.0,24,10,14,41.67,0.8052,-0.0432,3460.5189,0.0,0.0,0.156,6290.10165,-345.3175,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.0,60.0,5,3,2,60.0,0.2801,-0.1181,782.28,0.2582,-0.2141,0.0,1948.08,-346.0135,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.2,60.0,5,3,2,60.0,0.2801,-0.1181,782.28,0.2582,-0.2141,0.0,1948.08,-346.0135,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,quality_strict,1.5,60.0,5,3,2,60.0,0.2801,-0.1181,782.28,0.2582,-0.2141,0.0,1948.08,-346.0135,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;buy_side_destructive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.0,15.0,43,19,24,44.19,0.9429,-0.0074,3504.18,0.8963,-0.0047,0.275,7551.00325,-353.5842,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,quality_strict,1.0,30.0,43,19,24,44.19,0.9429,-0.0074,3504.18,0.8963,-0.0047,0.275,7551.00325,-353.5842,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;second_half_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
