timeframe,profile,rr,time_stop_min,closed,wins,losses,win_rate,profit_factor,expectancy,max_drawdown,test_pf,test_expectancy,monte_carlo_risk_of_ruin,monte_carlo_drawdown_p95,institutional_score,recommendation,candidate,pass_fail_reasons,broker_touched,order_executed
H1,quality_strict,1.5,60.0,66,25,41,37.88,0.8626,-0.0248,4715.5008,0.9555,-0.0005,0.603,11707.9499,-409.6088,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,15.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,30.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,60.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,15.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,30.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,60.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,15.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,30.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,60.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,15.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,30.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,60.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,15.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,30.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,60.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,15.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,30.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,60.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,15.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,30.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,60.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,15.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,30.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,60.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,15.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,30.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,60.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,15.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,30.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,60.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.0,15.0,90,37,53,41.11,0.9078,-0.011,5772.26775,0.6666,-0.0611,0.677,12477.08875,-470.3958,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;last_2000_expectancy_strong_negative;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.0,30.0,90,37,53,41.11,0.9078,-0.011,5772.26775,0.6666,-0.0611,0.677,12477.08875,-470.3958,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;last_2000_expectancy_strong_negative;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.0,60.0,90,37,53,41.11,0.9078,-0.011,5772.26775,0.6666,-0.0611,0.677,12477.08875,-470.3958,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;last_2000_expectancy_strong_negative;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.0,15.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.0,30.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.0,60.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.0,15.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.0,30.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.0,60.0,58,22,36,37.93,0.7094,-0.056,5544.18445,0.7631,-0.0372,0.643,10966.06165,-489.6543,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.0,15.0,66,25,41,37.88,0.7319,-0.054,5831.35445,0.7345,-0.0434,0.689,12713.87125,-494.6119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.0,30.0,66,25,41,37.88,0.7319,-0.054,5831.35445,0.7345,-0.0434,0.689,12713.87125,-494.6119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.0,60.0,66,25,41,37.88,0.7319,-0.054,5831.35445,0.7345,-0.0434,0.689,12713.87125,-494.6119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;buy_side_destructive;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,capital_preservation_v1,1.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.0,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.2,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.2,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.2,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.5,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.5,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
M15,capital_preservation_v1,1.5,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-580.0,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_no_closed_trades,False,False
